size of numTable: 10000
Amicable: 8029 and 4445
Amicable: 8465 and 8029
Amicable: 1928 and 3398
Amicable: 8485 and 5097
Amicable: 3783 and 8495
Amicable: 1696 and 2110
Amicable: 4047 and 5127
Amicable: 2822 and 2276
Amicable: 8545 and 2541
Amicable: 1804 and 3442
Amicable: 2025 and 3446
Amicable: 1808 and 2025
Amicable: 5169 and 8605
Amicable: 8615 and 7075
Amicable: 3879 and 5199
Amicable: 1300 and 2308
Amicable: 2865 and 4209
Amicable: 3537 and 2865
Amicable: 3729 and 3537
Amicable: 3482 and 1232
Amicable: 1496 and 3482
Amicable: 3897 and 5223
Amicable: 5241 and 4585
Amicable: 7847 and 9911
Amicable: 8735 and 7847
Amicable: 2422 and 2782
Amicable: 3034 and 2422
Amicable: 5259 and 8323
Amicable: 8765 and 3297
Amicable: 4161 and 8765
Amicable: 3321 and 2895
Amicable: 2079 and 3321
Amicable: 1708 and 924
Amicable: 1134 and 1758
Amicable: 1302 and 1134
Amicable: 1308 and 2008
Amicable: 2907 and 4371
Amicable: 3939 and 2907
Amicable: 1580 and 3554
Amicable: 8885 and 6665
Amicable: 3987 and 2583
Amicable: 2372 and 1280
Amicable: 3074 and 2372
Amicable: 3566 and 3074
Amicable: 2834 and 3566
Amicable: 5349 and 6853
Amicable: 6205 and 5349
Amicable: 5555 and 7325
Amicable: 8915 and 5555
Amicable: 8935 and 5367
Amicable: 1230 and 936
Amicable: 6365 and 8945
Amicable: 2396 and 3602
Amicable: 1892 and 2396
Amicable: 3362 and 8113
Amicable: 9005 and 3362
Amicable: 4017 and 9005
Amicable: 4041 and 2871
Amicable: 2794 and 2056
Amicable: 2506 and 2794
Amicable: 3082 and 2506
Amicable: 3622 and 3082
Amicable: 4233 and 2985
Amicable: 5433 and 4233
Amicable: 1458 and 3699
Amicable: 3423 and 6815
Amicable: 5469 and 2385
Amicable: 4795 and 9115
Amicable: 2534 and 3662
Amicable: 3182 and 2534
Amicable: 2270 and 3182
Amicable: 3026 and 2270
Amicable: 5493 and 8533
Amicable: 4113 and 3483
Amicable: 2452 and 1610
Amicable: 2254 and 2938
Amicable: 3694 and 2254
Amicable: 2290 and 3694
Amicable: 7553 and 4865
Amicable: 8897 and 7553
Amicable: 6785 and 8897
Amicable: 2104 and 2050
Amicable: 4149 and 2535
Amicable: 2476 and 3722
Amicable: 4167 and 5583
Amicable: 9305 and 2709
Amicable: 4611 and 3507
Amicable: 2882 and 3734
Amicable: 9335 and 4375
Amicable: 7675 and 9335
Amicable: 5613 and 4173
Amicable: 9355 and 5619
Amicable: 1482 and 1290
Amicable: 1866 and 1482
Amicable: 4203 and 5631
Amicable: 3758 and 2330
Amicable: 9385 and 5637
Amicable: 1888 and 3778
Amicable: 6745 and 9445
Amicable: 4503 and 7775
Amicable: 3286 and 2152
Amicable: 3802 and 1120
Amicable: 4623 and 5703
Amicable: 7825 and 4251
Amicable: 9535 and 7015
Amicable: 8449 and 9565
Amicable: 3069 and 3165
Amicable: 5995 and 6715
Amicable: 6305 and 4025
Amicable: 2390 and 2564
Amicable: 8405 and 9331
Amicable: 7925 and 8405
Amicable: 2674 and 3862
Amicable: 5793 and 3633
Amicable: 3866 and 2572
Amicable: 2032 and 3866
Amicable: 5799 and 2775
Amicable: 9655 and 5799
Amicable: 3159 and 9655
Amicable: 9665 and 7469
Amicable: 5847 and 4191
Amicable: 2702 and 2216
Amicable: 1952 and 2702
Amicable: 1856 and 1952
Amicable: 3902 and 1856
Amicable: 3014 and 3902
Amicable: 9745 and 5853
Amicable: 1056 and 1272
Amicable: 8687 and 8911
Amicable: 1624 and 3946
Amicable: 4419 and 5919
Amicable: 4023 and 4419
Amicable: 4407 and 4023
Amicable: 9541 and 9865
Amicable: 8099 and 3698
Amicable: 2248 and 3958
Amicable: 3058 and 2248
Amicable: 5937 and 4929
Amicable: 2636 and 2132
Amicable: 9895 and 7375
Amicable: 5215 and 9895
Amicable: 2644 and 3974
Amicable: 4165 and 5961
Amicable: 7585 and 4165
Amicable: 6215 and 9935
Amicable: 2758 and 1750
Amicable: 3298 and 2758
Amicable: 3478 and 3298
Amicable: 2264 and 3986
Amicable: 2204 and 2264
Amicable: 2096 and 2204
Amicable: 3994 and 1780
Amicable: 3807 and 3759
Amicable: 5991 and 3807
Amicable: 4077 and 6565
Amicable: 9985 and 4077
Amicable: 5997 and 9985
Amicable: 4323 and 4899
Amicable: 4022 and 2786
Amicable: 7777 and 6033
Amicable: 8275 and 7055
Amicable: 3526 and 3382
Amicable: 1870 and 3526
Amicable: 4675 and 6051
Amicable: 9499 and 4675
Amicable: 1568 and 2457
Amicable: 3801 and 1568
Amicable: 4527 and 2295
Amicable: 5547 and 4527
Amicable: 2655 and 5547
Amicable: 2692 and 2510
Amicable: 2366 and 2692
Amicable: 4054 and 2002
Amicable: 3345 and 6081
Amicable: 2961 and 3345
Amicable: 1566 and 2022
Amicable: 4078 and 3538
Amicable: 1988 and 1092
Amicable: 2048 and 7625
Amicable: 3267 and 8425
Amicable: 9947 and 3267
Amicable: 7931 and 9947
Amicable: 4106 and 2732
Amicable: 4126 and 2344
Amicable: 3405 and 6189
Amicable: 5037 and 3405
Amicable: 3393 and 5037
Amicable: 5133 and 3393
Amicable: 3434 and 3302
Amicable: 2570 and 3434
Amicable: 1746 and 2236
Amicable: 7955 and 9443
Amicable: 2764 and 1984
Amicable: 3435 and 6243
Amicable: 2192 and 4166
Amicable: 7705 and 6249
Amicable: 3381 and 2745
Amicable: 6261 and 3381
Amicable: 2082 and 1554
Amicable: 3519 and 4689
Amicable: 3658 and 4198
Amicable: 4521 and 5289
Amicable: 6297 and 4521
Amicable: 1170 and 2094
Amicable: 8675 and 3087
Amicable: 9245 and 8675
Amicable: 3502 and 2350
Amicable: 4222 and 3502
Amicable: 2224 and 4226
Amicable: 6339 and 6955
Amicable: 3278 and 2630
Amicable: 1572 and 2356
Amicable: 1332 and 3634
Amicable: 6655 and 8239
Amicable: 6387 and 3075
Amicable: 4587 and 6387
Amicable: 5307 and 4587
Amicable: 4011 and 5307
Amicable: 2954 and 2836
Amicable: 4262 and 2954
Amicable: 2144 and 4274
Amicable: 1640 and 2144
Amicable: 8827 and 8825
Amicable: 4235 and 8827
Amicable: 8281 and 3322
Amicable: 7565 and 4053
Amicable: 7085 and 7565
Amicable: 2876 and 2456
Amicable: 4322 and 2876
Amicable: 2154 and 1674
Amicable: 5705 and 8393
Amicable: 3782 and 2690
Amicable: 4655 and 8975
Amicable: 5487 and 5151
Amicable: 2415 and 5487
Amicable: 3615 and 2415
Amicable: 3854 and 3638
Amicable: 3686 and 3854
Amicable: 1700 and 2504
Amicable: 2932 and 1700
Amicable: 4406 and 2932
Amicable: 6621 and 4509
Amicable: 4953 and 5225
Amicable: 4426 and 1008
Amicable: 9877 and 5845
Amicable: 1644 and 1140
Amicable: 1976 and 4442
Amicable: 2956 and 1976
Amicable: 3818 and 2090
Amicable: 6985 and 7345
Amicable: 3225 and 6985
Amicable: 8375 and 9191
Amicable: 9175 and 8375
Amicable: 2536 and 3454
Amicable: 2770 and 2536
Amicable: 3922 and 2770
Amicable: 3562 and 3922
Amicable: 3886 and 3562
Amicable: 3706 and 3886
Amicable: 2565 and 5253
Amicable: 1720 and 4474
Amicable: 2205 and 5013
Amicable: 6711 and 2205
Amicable: 4293 and 6711
Amicable: 6717 and 8701
Amicable: 3122 and 4502
Amicable: 2444 and 3004
Amicable: 2020 and 2272
Amicable: 5067 and 3663
Amicable: 2384 and 2810
Amicable: 3614 and 2384
Amicable: 2516 and 4538
Amicable: 1452 and 2516
Amicable: 8815 and 6807
Amicable: 3339 and 6819
Amicable: 2830 and 3838
Amicable: 4917 and 5109
Amicable: 3765 and 4917
Amicable: 5781 and 3765
Amicable: 1926 and 1224
Amicable: 2274 and 1926
Amicable: 3015 and 5121
Amicable: 4671 and 3015
Amicable: 4574 and 3044
Amicable: 2030 and 4574
Amicable: 4042 and 3178
Amicable: 4586 and 2024
Amicable: 2416 and 4586
Amicable: 1792 and 2416
Amicable: 6055 and 5139
Amicable: 6879 and 6055
Amicable: 3549 and 3933
Amicable: 1722 and 2298
Amicable: 6927 and 4983
Amicable: 3076 and 3206
Amicable: 3842 and 3076
Amicable: 4622 and 3842
Amicable: 6933 and 8845
Amicable: 2210 and 2336
Amicable: 3914 and 2210
Amicable: 3092 and 3914
Amicable: 1392 and 1962
Amicable: 5727 and 6999
Amicable: 3855 and 5727
Amicable: 1600 and 3855
Amicable: 7023 and 8455
Amicable: 1476 and 2334
Amicable: 4431 and 4418
Amicable: 4702 and 3262
Amicable: 5559 and 2475
Amicable: 5283 and 5559
Amicable: 7071 and 5283
Amicable: 4118 and 2930
Amicable: 9725 and 5075
Amicable: 4833 and 2625
Amicable: 2668 and 2650
Amicable: 4154 and 4742
Amicable: 2696 and 4154
Amicable: 3674 and 2696
Amicable: 9145 and 7113
Amicable: 6265 and 9145
Amicable: 4754 and 2324
Amicable: 7143 and 6063
Amicable: 5343 and 7143
Amicable: 5337 and 5343
Amicable: 4094 and 4766
Amicable: 2512 and 4094
Amicable: 7167 and 4887
Amicable: 4786 and 2140
Amicable: 6627 and 9919
Amicable: 6335 and 6627
Amicable: 7535 and 6335
Amicable: 5757 and 7197
Amicable: 5181 and 5757
Amicable: 1914 and 2166
Amicable: 2034 and 1788
Amicable: 4822 and 4066
Amicable: 3346 and 4822
Amicable: 2176 and 3346
Amicable: 2406 and 1806
Amicable: 5421 and 9125
Amicable: 7251 and 3195
Amicable: 4131 and 7251
Amicable: 3874 and 4234
Amicable: 4846 and 3874
Amicable: 3525 and 7269
Amicable: 3374 and 3038
Amicable: 3236 and 3374
Amicable: 7645 and 9085
Amicable: 1880 and 3146
Amicable: 3244 and 1880
Amicable: 4874 and 3244
Amicable: 2180 and 4874
Amicable: 1900 and 2180
Amicable: 5463 and 7311
Amicable: 2776 and 4882
Amicable: 2596 and 2776
Amicable: 1812 and 2596
Amicable: 7323 and 4035
Amicable: 5763 and 7323
Amicable: 5871 and 9455
Amicable: 2368 and 4346
Amicable: 4142 and 2368
Amicable: 3806 and 4142
Amicable: 2792 and 3806
Amicable: 3926 and 2792
Amicable: 6177 and 7377
Amicable: 4065 and 6177
Amicable: 4934 and 3284
Amicable: 3070 and 4366
Amicable: 2608 and 3292
Amicable: 4946 and 2608
Amicable: 8755 and 7419
Amicable: 1488 and 4954
Amicable: 5553 and 7431
Amicable: 4779 and 5553
Amicable: 2072 and 3308
Amicable: 4059 and 5379
Amicable: 8255 and 6875
Amicable: 5006 and 3110
Amicable: 7509 and 9805
Amicable: 5157 and 3717
Amicable: 2684 and 3356
Amicable: 5042 and 2684
Amicable: 2852 and 5042
Amicable: 9715 and 7563
Amicable: 2872 and 2260
Amicable: 6351 and 4767
Amicable: 3514 and 5062
Amicable: 2672 and 2756
Amicable: 3938 and 5078
Amicable: 5086 and 4294
Amicable: 7629 and 3213
Amicable: 9545 and 4809
Amicable: 6519 and 5511
Amicable: 7647 and 6519
Amicable: 4215 and 7647
Amicable: 4082 and 3170
Amicable: 4514 and 4082
Amicable: 5102 and 4514
Amicable: 5114 and 1904
Amicable: 4941 and 7671
Amicable: 1998 and 2046
Amicable: 2618 and 3412
Amicable: 7007 and 9095
Amicable: 3982 and 4558
Amicable: 2470 and 3982
Amicable: 4245 and 6549
Amicable: 5635 and 8515
Amicable: 4263 and 5769
Amicable: 4526 and 3428
Amicable: 7737 and 4437
Amicable: 2936 and 3436
Amicable: 4329 and 6213
Amicable: 4318 and 3598
Amicable: 4462 and 4318
Amicable: 5182 and 4462
Amicable: 4893 and 7773
Amicable: 3452 and 5186
Amicable: 5823 and 5319
Amicable: 8195 and 9875
Amicable: 3843 and 8195
Amicable: 7827 and 6603
Amicable: 5234 and 2924
Amicable: 5242 and 1840
Amicable: 5877 and 7863
Amicable: 3135 and 5877
Amicable: 2768 and 2984
Amicable: 1830 and 1470
Amicable: 1974 and 1830
Amicable: 2890 and 2656
Amicable: 5266 and 2890
Amicable: 1956 and 5266
Amicable: 5294 and 3524
Amicable: 4238 and 5294
Amicable: 3682 and 2530
Amicable: 5019 and 4395
Amicable: 7971 and 5019
Amicable: 4617 and 7977
Amicable: 3310 and 5326
Amicable: 7989 and 6837
Amicable: 3032 and 2432
Amicable: 3548 and 3032
Amicable: 5342 and 4454
Amicable: 6789 and 5061
Amicable: 8905 and 8049
Amicable: 3064 and 5386
Amicable: 2286 and 2694
Amicable: 5414 and 2624
Amicable: 4202 and 5414
Amicable: 4342 and 5422
Amicable: 3766 and 4342
Amicable: 3370 and 3766
Amicable: 8133 and 3045
Amicable: 6693 and 8133
Amicable: 5426 and 3050
Amicable: 2864 and 5426
Amicable: 2925 and 8139
Amicable: 6093 and 3975
Amicable: 5438 and 4838
Amicable: 9035 and 6123
Amicable: 3364 and 5907
Amicable: 8187 and 3364
Amicable: 3315 and 8187
Amicable: 3794 and 5462
Amicable: 4246 and 3112
Amicable: 4557 and 6477
Amicable: 2120 and 3644
Amicable: 5482 and 2296
Amicable: 6147 and 8223
Amicable: 4743 and 6147
Amicable: 4394 and 2896
Amicable: 4814 and 4394
Amicable: 4563 and 8259
Amicable: 3116 and 2948
Amicable: 3676 and 3116
Amicable: 2262 and 2766
Amicable: 2778 and 2358
Amicable: 8367 and 5271
Amicable: 4334 and 4982
Amicable: 3878 and 4334
Amicable: 4958 and 3878
Amicable: 3176 and 4958
Amicable: 3716 and 3176
Amicable: 3470 and 3716
Amicable: 4658 and 3470
Amicable: 5582 and 4658
Amicable: 8391 and 5427
Amicable: 3591 and 8125
Amicable: 3490 and 5002
Amicable: 4498 and 3490
Amicable: 2802 and 1650
Amicable: 3735 and 6309
Amicable: 4378 and 3208
Amicable: 2848 and 4378
Amicable: 5638 and 2848
Amicable: 8457 and 7257
Amicable: 6681 and 8457
Amicable: 6969 and 6681
Amicable: 4665 and 6969
Amicable: 2888 and 6357
Amicable: 3934 and 2926
Amicable: 4726 and 3934
Amicable: 5666 and 2752
Amicable: 2540 and 5666
Amicable: 2000 and 2540
Amicable: 4695 and 4959
Amicable: 8511 and 4695
Amicable: 5074 and 5686
Amicable: 4797 and 8529
Amicable: 2552 and 3788
Amicable: 4221 and 2450
Amicable: 5702 and 4826
Amicable: 4922 and 5702
Amicable: 3962 and 4922
Amicable: 7221 and 5397
Amicable: 3861 and 7221
Amicable: 3375 and 8583
Amicable: 2750 and 3812
Amicable: 3626 and 2408
Amicable: 7107 and 4755
Amicable: 2590 and 5758
Amicable: 2828 and 1596
Amicable: 1820 and 2828
Amicable: 2010 and 2874
Amicable: 6471 and 3255
Amicable: 5774 and 3590
Amicable: 2148 and 3268
Amicable: 7473 and 6513
Amicable: 3172 and 1632
Amicable: 1896 and 3172
Amicable: 5014 and 5806
Amicable: 4654 and 5014
Amicable: 3868 and 2300
Amicable: 6303 and 3645
Amicable: 8727 and 6303
Amicable: 7503 and 8727
Amicable: 5834 and 2288
Amicable: 3884 and 5834
Amicable: 8751 and 6543
Amicable: 2620 and 2172
Amicable: 3124 and 2620
Amicable: 4706 and 5246
Amicable: 3908 and 4706
Amicable: 5162 and 3908
Amicable: 4978 and 5878
Amicable: 6369 and 8817
Amicable: 6475 and 7611
Amicable: 6987 and 6475
Amicable: 3670 and 4102
Amicable: 5254 and 3670
Amicable: 3094 and 5254
Amicable: 5906 and 3932
Amicable: 2226 and 2418
Amicable: 2502 and 2226
Amicable: 2322 and 2502
Amicable: 2946 and 2322
Amicable: 5751 and 8871
Amicable: 2500 and 8889
Amicable: 6651 and 2704
Amicable: 2835 and 8907
Amicable: 5942 and 3350
Amicable: 3404 and 3964
Amicable: 7383 and 6687
Amicable: 3927 and 7383
Amicable: 6129 and 5649
Amicable: 7089 and 6129
Amicable: 5998 and 3730
Amicable: 4965 and 8997
Amicable: 6501 and 4965
Amicable: 3212 and 6002
Amicable: 1908 and 2994
Amicable: 5691 and 9515
Amicable: 4473 and 3705
Amicable: 9033 and 4473
Amicable: 4425 and 9033
Amicable: 4005 and 4425
Amicable: 6183 and 6759
Amicable: 8427 and 8015
Amicable: 2442 and 3018
Amicable: 3448 and 2728
Amicable: 4335 and 6567
Amicable: 7719 and 4335
Amicable: 5066 and 4036
Amicable: 5402 and 5066
Amicable: 2360 and 6074
Amicable: 9111 and 5913
Amicable: 6813 and 9111
Amicable: 4052 and 3464
Amicable: 2996 and 6098
Amicable: 6849 and 7743
Amicable: 5055 and 6849
Amicable: 6122 and 4076
Amicable: 3104 and 4084
Amicable: 6134 and 3104
Amicable: 5494 and 5134
Amicable: 5206 and 5494
Amicable: 6158 and 3830
Amicable: 3008 and 3512
Amicable: 7467 and 9267
Amicable: 4298 and 5546
Amicable: 2780 and 4124
Amicable: 3052 and 1260
Amicable: 9327 and 4575
Amicable: 2316 and 3544
Amicable: 5518 and 6238
Amicable: 9357 and 5901
Amicable: 4156 and 3596
Amicable: 6242 and 4156
Amicable: 5018 and 3890
Amicable: 2190 and 3126
Amicable: 2622 and 2190
Amicable: 2440 and 6274
Amicable: 8103 and 5943
Amicable: 5205 and 6453
Amicable: 5589 and 5205
Amicable: 7797 and 5589
Amicable: 9163 and 9955
Amicable: 4196 and 4382
Amicable: 7105 and 8365
Amicable: 4906 and 3592
Amicable: 2420 and 6326
Amicable: 1960 and 6334
Amicable: 6507 and 9507
Amicable: 2364 and 3484
Amicable: 7975 and 9543
Amicable: 6374 and 4244
Amicable: 5734 and 5626
Amicable: 3970 and 5734
Amicable: 5338 and 3970
Amicable: 6382 and 5338
Amicable: 4438 and 6382
Amicable: 5122 and 4438
Amicable: 3232 and 5122
Amicable: 4252 and 3376
Amicable: 7173 and 7599
Amicable: 8319 and 7173
Amicable: 5295 and 8319
Amicable: 5577 and 9609
Amicable: 2080 and 6418
Amicable: 2388 and 2080
Amicable: 9627 and 6963
Amicable: 4276 and 3656
Amicable: 5762 and 4276
Amicable: 4994 and 5762
Amicable: 6434 and 3164
Amicable: 5439 and 9663
Amicable: 5174 and 4010
Amicable: 7809 and 5661
Amicable: 3650 and 6458
Amicable: 3688 and 5038
Amicable: 7701 and 8277
Amicable: 5822 and 3230
Amicable: 6153 and 9753
Amicable: 5385 and 6153
Amicable: 3296 and 6506
Amicable: 2744 and 3296
Amicable: 3704 and 2744
Amicable: 7299 and 9759
Amicable: 1950 and 3246
Amicable: 2320 and 6514
Amicable: 3458 and 6518
Amicable: 6542 and 5846
Amicable: 4364 and 6561
Amicable: 3016 and 3772
Amicable: 3736 and 3016
Amicable: 4090 and 3190
Amicable: 5126 and 4388
Amicable: 6598 and 3250
Amicable: 9897 and 6777
Amicable: 7449 and 9897
Amicable: 8601 and 7449
Amicable: 7407 and 9903
Amicable: 6614 and 4214
Amicable: 9921 and 8785
Amicable: 4412 and 6626
Amicable: 2816 and 4412
Amicable: 8439 and 7443
Amicable: 6638 and 5858
Amicable: 4046 and 6638
Amicable: 6646 and 3010
Amicable: 5505 and 9969
Amicable: 9987 and 4347
Amicable: 6662 and 4634
Amicable: 4436 and 6662
Amicable: 2826 and 2124
Amicable: 5986 and 5662
Amicable: 3128 and 1728
Amicable: 4125 and 8733
Amicable: 3020 and 3692
Amicable: 6722 and 3020
Amicable: 8007 and 7551
Amicable: 4190 and 3542
Amicable: 5842 and 6742
Amicable: 3568 and 6746
Amicable: 2576 and 3568
Amicable: 4492 and 2576
Amicable: 3424 and 2200
Amicable: 6939 and 5595
Amicable: 4598 and 5738
Amicable: 5258 and 4598
Amicable: 4210 and 5974
Amicable: 2562 and 3378
Amicable: 2370 and 2562
Amicable: 6778 and 2064
Amicable: 3675 and 7359
Amicable: 5678 and 6782
Amicable: 6014 and 5678
Amicable: 4516 and 6014
Amicable: 4718 and 4516
Amicable: 2532 and 3652
Amicable: 7683 and 6171
Amicable: 5302 and 6814
Amicable: 4545 and 3885
Amicable: 1764 and 4641
Amicable: 6866 and 3956
Amicable: 3632 and 6866
Amicable: 7713 and 6723
Amicable: 6898 and 3928
Amicable: 7491 and 6531
Amicable: 8787 and 7491
Amicable: 8979 and 8787
Amicable: 4604 and 6914
Amicable: 2934 and 1620
Amicable: 3174 and 2934
Amicable: 4310 and 6254
Amicable: 6926 and 4310
Amicable: 3664 and 6926
Amicable: 3392 and 3664
Amicable: 4612 and 3392
Amicable: 2480 and 6938
Amicable: 1440 and 3462
Amicable: 2142 and 1440
Amicable: 6278 and 3950
Amicable: 6298 and 6982
Amicable: 4858 and 6298
Amicable: 4185 and 8313
Amicable: 4652 and 3140
Amicable: 3224 and 4652
Amicable: 2886 and 2838
Amicable: 3410 and 6998
Amicable: 8493 and 5229
Amicable: 7022 and 5966
Amicable: 4886 and 7022
Amicable: 6206 and 4886
Amicable: 5882 and 6206
Amicable: 1860 and 1944
Amicable: 8961 and 5841
Amicable: 6657 and 8961
Amicable: 7034 and 4684
Amicable: 5835 and 8763
Amicable: 6262 and 7054
Amicable: 4390 and 6262
Amicable: 4028 and 7058
Amicable: 4024 and 7066
Amicable: 7263 and 7929
Amicable: 9415 and 7947
Amicable: 2070 and 3006
Amicable: 4012 and 2052
Amicable: 4724 and 7094
Amicable: 5522 and 4724
Amicable: 6327 and 8607
Amicable: 6273 and 9213
Amicable: 7118 and 4430
Amicable: 2560 and 6322
Amicable: 4072 and 2560
Amicable: 6466 and 4072
Amicable: 8517 and 4485
Amicable: 9381 and 8517
Amicable: 7162 and 3256
Amicable: 2464 and 7162
Amicable: 7166 and 4772
Amicable: 7186 and 2676
Amicable: 4606 and 6478
Amicable: 4815 and 9447
Amicable: 5798 and 2900
Amicable: 4804 and 5798
Amicable: 7214 and 4804
Amicable: 4490 and 7214
Amicable: 7226 and 3824
Amicable: 2862 and 3606
Amicable: 6039 and 9039
Amicable: 6015 and 6039
Amicable: 7887 and 6015
Amicable: 6086 and 5654
Amicable: 7262 and 6086
Amicable: 6302 and 7262
Amicable: 7274 and 2840
Amicable: 7479 and 8163
Amicable: 5103 and 7479
Amicable: 6194 and 3856
Amicable: 7286 and 6194
Amicable: 4852 and 7286
Amicable: 4168 and 7318
Amicable: 4150 and 4168
Amicable: 7953 and 9393
Amicable: 7342 and 6586
Amicable: 4570 and 7342
Amicable: 6154 and 4570
Amicable: 5902 and 6154
Amicable: 4892 and 4184
Amicable: 7346 and 4892
Amicable: 9699 and 7587
Amicable: 7382 and 4916
Amicable: 6674 and 7382
Amicable: 5138 and 6674
Amicable: 2256 and 2424
Amicable: 7394 and 4924
Amicable: 5475 and 9835
Amicable: 3496 and 7402
Amicable: 2992 and 3496
Amicable: 6135 and 8823
Amicable: 5954 and 4610
Amicable: 6554 and 5954
Amicable: 2814 and 3702
Amicable: 9483 and 6579
Amicable: 4948 and 5786
Amicable: 4630 and 7438
Amicable: 5415 and 8361
Amicable: 6346 and 6634
Amicable: 4324 and 2920
Amicable: 4670 and 5222
Amicable: 4996 and 4670
Amicable: 7569 and 4996
Amicable: 7534 and 3430
Amicable: 1872 and 7534
Amicable: 6058 and 1872
Amicable: 4845 and 9453
Amicable: 6285 and 4845
Amicable: 7586 and 4016
Amicable: 3222 and 3786
Amicable: 8523 and 9879
Amicable: 4328 and 5918
Amicable: 6758 and 4328
Amicable: 3102 and 2670
Amicable: 8283 and 6315
Amicable: 8575 and 8577
Amicable: 7646 and 3328
Amicable: 2208 and 3258
Amicable: 3776 and 4376
Amicable: 5116 and 3776
Amicable: 3100 and 5116
Amicable: 9831 and 9591
Amicable: 7287 and 9831
Amicable: 7911 and 7287
Amicable: 4790 and 3332
Amicable: 7694 and 4790
Amicable: 7702 and 5362
Amicable: 7706 and 2240
Amicable: 5132 and 7706
Amicable: 3198 and 3846
Amicable: 6214 and 6574
Amicable: 3910 and 6214
Amicable: 7726 and 3910
Amicable: 1890 and 3858
Amicable: 9951 and 9231
Amicable: 7047 and 9951
Amicable: 6494 and 5156
Amicable: 7754 and 5164
Amicable: 8703 and 9295
Amicable: 7762 and 2892
Amicable: 3836 and 7778
Amicable: 3306 and 3882
Amicable: 5188 and 6266
Amicable: 8481 and 5313
Amicable: 6465 and 8481
Amicable: 2600 and 7814
Amicable: 5204 and 2600
Amicable: 2568 and 1848
Amicable: 5446 and 4456
Amicable: 6562 and 5446
Amicable: 7822 and 6562
Amicable: 4870 and 7822
Amicable: 6094 and 4870
Amicable: 7102 and 6094
Amicable: 8853 and 7413
Amicable: 4316 and 5212
Amicable: 4484 and 4316
Amicable: 7834 and 4450
Amicable: 9519 and 8793
Amicable: 6495 and 9519
Amicable: 2982 and 3918
Amicable: 3712 and 7006
Amicable: 6854 and 7886
Amicable: 4910 and 6854
Amicable: 7138 and 7894
Amicable: 5276 and 4268
Amicable: 3904 and 6182
Amicable: 7934 and 3904
Amicable: 5284 and 7934
Amicable: 6585 and 6633
Amicable: 3966 and 2574
Amicable: 2616 and 2112
Amicable: 6698 and 7178
Amicable: 5558 and 6698
Amicable: 4552 and 6946
Amicable: 6226 and 4552
Amicable: 6802 and 6226
Amicable: 8973 and 7203
Amicable: 7857 and 8973
Amicable: 5566 and 4990
Amicable: 8014 and 5566
Amicable: 4568 and 4556
Amicable: 6903 and 9087
Amicable: 8042 and 3620
Amicable: 3416 and 8042
Amicable: 6766 and 4030
Amicable: 5614 and 6766
Amicable: 3066 and 3354
Amicable: 5194 and 3160
Amicable: 7191 and 4851
Amicable: 7298 and 6878
Amicable: 5030 and 7298
Amicable: 3012 and 4636
Amicable: 4038 and 3438
Amicable: 8102 and 4616
Amicable: 3388 and 2660
Amicable: 8114 and 3388
Amicable: 6735 and 9117
Amicable: 4304 and 3710
Amicable: 9741 and 8877
Amicable: 8397 and 9741
Amicable: 5444 and 5090
Amicable: 5054 and 5444
Amicable: 7426 and 8182
Amicable: 4096 and 3042
Amicable: 8186 and 4336
Amicable: 3344 and 8186
Amicable: 2960 and 5468
Amicable: 5967 and 8943
Amicable: 5726 and 8222
Amicable: 5481 and 9321
Amicable: 4192 and 4444
Amicable: 4696 and 4192
Amicable: 9843 and 4995
Amicable: 3848 and 8258
Amicable: 3784 and 8266
Amicable: 5746 and 3784
Amicable: 9279 and 6855
Amicable: 7526 and 4070
Amicable: 6446 and 7526
Amicable: 2550 and 3534
Amicable: 2910 and 2550
Amicable: 3294 and 2910
Amicable: 7474 and 6682
Amicable: 7366 and 7474
Amicable: 7222 and 7366
Amicable: 3944 and 8306
Amicable: 8181 and 8559
Amicable: 4466 and 4250
Amicable: 4432 and 5210
Amicable: 6945 and 6225
Amicable: 4628 and 3248
Amicable: 3968 and 4628
Amicable: 4876 and 2860
Amicable: 9141 and 7029
Amicable: 5596 and 4532
Amicable: 8402 and 5596
Amicable: 8422 and 5866
Amicable: 4206 and 3582
Amicable: 4808 and 8438
Amicable: 5894 and 7622
Amicable: 5636 and 5894
Amicable: 8462 and 5636
Amicable: 3156 and 2484
Amicable: 4828 and 3820
Amicable: 8482 and 4828
Amicable: 8043 and 1800
Amicable: 6363 and 8043
Amicable: 8486 and 4496
Amicable: 6838 and 7738
Amicable: 3724 and 8506
Amicable: 9549 and 4455
Amicable: 8518 and 7258
Amicable: 4856 and 4850
Amicable: 8522 and 4856
Amicable: 8542 and 7174
Amicable: 4528 and 3536
Amicable: 8546 and 4528
Amicable: 5692 and 8546
Amicable: 2436 and 4228
Amicable: 3860 and 5708
Amicable: 5716 and 7802
Amicable: 5732 and 7334
Amicable: 4904 and 5732
Amicable: 3380 and 4904
Amicable: 4384 and 7498
Amicable: 5756 and 5084
Amicable: 6754 and 4936
Amicable: 7906 and 6754
Amicable: 6034 and 7906
Amicable: 6994 and 5410
Amicable: 5788 and 4288
Amicable: 4952 and 5788
Amicable: 5804 and 4964
Amicable: 8714 and 5804
Amicable: 7735 and 9783
Amicable: 3252 and 4708
Amicable: 5812 and 8726
